,Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
1003,2006,Richie Ross,Nebraska-Kearney,WR,75.88,209,9.5,30.63,,4.64,,37,120,4.29,6.95,11.72
1004,2006,Brad Smith,Missouri,WR,74.13,213,10,33.5,24,4.51,,39.5,128,4.33,7,
1005,2006,Clinton Solomon,Iowa,WR,74.75,214,9.75,33.63,,4.6,,33,114,4.46,7.17,11.82
1006,2006,Maurice Stovall,Notre Dame,WR,76.38,217,9.63,33.75,,4.59,,35,122,4.14,6.81,
1007,2006,Delanie Walker,Central Missouri,WR,73.25,240,9.75,32,,4.55,,36.5,118,4.6,7.23,
1008,2006,Todd Watkins,Brigham Young,WR,74.38,202,9.25,31.25,,4.43,15,36,118,4.24,7.13,
1009,2006,Jeff Webb,San Diego State,WR,74.13,211,9.38,32.25,,4.43,,37,126,4.08,6.81,
1010,2006,Brandon Williams,Wisconsin,WR,69.38,179,8.38,29.38,,4.5,38,34.5,115,4.07,6.87,
1011,2006,Demetrius Williams,Oregon,WR,73.75,197,,,,,,38,127,4.08,6.84,
1012,2006,Travis Wilson,Oklahoma,WR,74,214,9.5,31.38,,4.53,,36.5,120,3.99,6.7,
1013,2005,Larry Brackins,Pearl River (MS),WR,76.38,205,8.5,33.5,,4.65,,35,108,4.44,7.16,
1014,2005,Mark Bradley,Oklahoma,WR,73.38,201,8.88,31.38,,4.43,,39.5,128,3.98,6.96,10.88
1015,2005,Craig Bragg,UCLA,WR,72.63,196,9.75,32.25,,4.46,,36,122,,,
1016,2005,Reggie Brown,Georgia,WR,73.63,196,9.38,31.38,,4.52,,41.5,128,3.94,6.99,11.34
1017,2005,Mark Clayton,Oklahoma,WR,70.38,193,9.13,30.63,,4.43,,36.5,117,4.07,6.95,11.08
1018,2005,Airese Currie,Clemson,WR,70.5,186,8,31.5,,4.52,,38,125,4.07,7.05,10.91
1019,2005,Josh Davis,Marshall (WV),WR,72.38,191,9.38,32,,4.55,,37.5,118,4.22,7.19,11.44
1020,2005,Braylon Edwards,Michigan,WR,74.88,211,9.88,33.13,,4.45,22,38,,4.02,6.83,
1021,2005,Charles Frederick,Washington,WR,70.75,194,,,,4.78,,33,108,4.25,7.41,
1022,2005,Fred Gibson,Georgia,WR,76,196,9,33.13,,4.57,,38.5,126,4.1,7.03,11.33
1023,2005,Howard Gilmore,Norfolk State (VA),WR,72,194,10.13,32,,4.74,,36,113,4.44,7.56,12.23
1024,2005,Reggie Harrell,Texas Christian,WR,74.75,214,9.63,33,,4.61,,35,111,4.11,7.42,11.33
1025,2005,Chris Henry,West Virginia,WR,76,197,,,,4.5,,36,,,,
1026,2005,Efrem Hill,Samford (AL),WR,72.5,179,9.25,32.13,,4.64,,37.5,123,4.07,7.42,11.08
1027,2005,Vincent Jackson,Northern Colorado,WR,76.75,241,9.63,32.75,,4.5,23,39,129,4,,
1028,2005,Brandon Jones,Oklahoma,WR,73.38,210,10,33.13,,4.47,,37,114,4.08,7.03,11.18
1029,2005,Chase Lyman,California,WR,74.63,217,9.88,31.75,,4.51,16,36.5,115,,,
1030,2005,Tony Madison,Hampton (VA),WR,73.5,214,,,,4.52,,39,121,4.31,7.14,
1031,2005,Tommy Manus,Morgan State (MD),WR,75.88,222,10.13,31.75,,4.61,,38,120,4.34,7.2,11.53
1032,2005,Jerome Mathis,Hampton (VA),WR,71.25,181,,,,4.26,,35.5,123,,,
1033,2005,Marcus Maxwell,Oregon,WR,75.25,204,,,,4.45,,40.5,122,3.91,6.57,
1034,2005,Leron McCoy,Indiana (PA),WR,73.5,211,9.38,33.5,,4.41,,37,119,4.21,7.19,11.27
1035,2005,Lance Moore,Toledo,WR,69.25,177,,,,4.52,,40,117,4.32,7.12,
1036,2005,Terrence Murphy,Texas A&M,WR,72.88,202,9.38,31.63,,4.43,,41,128,3.91,7.02,
1037,2005,Chad Owens,Hawaii,WR,67.38,183,9.63,27.88,,4.66,23,37,110,3.94,6.7,11.08
1038,2005,Roscoe Parrish,Miami (FL),WR,69.75,168,8.63,29.25,,4.4,10,36,126,4.2,6.64,
1039,2005,Tab Perry,UCLA,WR,74.5,229,10,32.5,,4.48,,34,116,4.22,7,
1040,2005,Jamaica Rector,Northwest Missouri State,WR,69.75,186,9.63,32,,4.5,17,36.5,119,4.13,6.78,11.12
1041,2005,Dante Ridgeway,Ball State (IN),WR,71.13,212,8.5,30,,4.6,15,33,117,4.39,7.27,
1042,2005,Courtney Roby,Indiana,WR,72.13,189,9.63,31.38,,4.41,,36.5,125,3.94,6.6,11.18
1043,2005,J.R. Russell,Louisville,WR,75,206,9.63,32.63,,4.58,,34.5,120,4.02,6.92,
1044,2005,Steve Savoy,Utah,WR,70.88,192,9.5,32.13,,4.66,,32,109,4.22,7.28,
1045,2005,Dan Sheldon,Northern Illinois,WR,68.88,179,9.13,29.25,,4.46,,,,,,
1046,2005,Chauncey Stovall,Florida State,WR,72.75,221,9.63,33.13,,4.66,,,,,,
1047,2005,Taylor Stubblefield,Purdue,WR,71.25,174,,,,4.75,,32,114,4.18,6.94,
1048,2005,Craphonso Thorpe,Florida State,WR,72.88,188,,,,4.38,,,,,,
1049,2005,Paris Warren,Utah,WR,72.38,219,9.88,32.13,,4.73,,31.5,,4.18,6.98,
1050,2005,Roddy White,Alabama-Birmingham,WR,73.25,207,,,,4.46,18,41,126,4.01,7.12,
1051,2005,Mike Williams,Southern California,WR,76.63,229,8.88,34.13,,4.57,,36.5,123,4.23,6.95,
1052,2005,Roydell Williams,Tulane (LA),WR,73.38,195,,,,4.52,,38,,,,
1053,2005,Troy Williamson,South Carolina,WR,73.38,203,9.38,33,21,4.34,,37,,4.18,6.99,
1054,2004,Derek Abney,Kentucky,WR,69.3,179,9.13,28.88,,4.56,,33.5,120,4.08,6.89,11.08
1055,2004,Bernard Berrian,Frenso State (CA),WR,73,183,9.5,30.5,,4.58,,38,128,4.18,7.34,11.57
1056,2004,Maurice Brown,Iowa,WR,72.3,219,9.63,31.75,,4.54,,33,117,4.21,7.38,
1057,2004,Michael Clayton,Louisiana State,WR,74.8,209,9.13,32.38,,4.61,,32.5,116,4.09,6.77,11.07
1058,2004,Chris Collins,Mississippi,WR,73.1,201,8.5,30.25,,4.67,,35,112,,,
1059,2004,Terrance Copper,East Carolina (NC),WR,71.9,208,8.88,30.63,,4.51,,35.5,116,4.31,7.34,11.86
1060,2004,Jerricho Cotchery,North Carolina State,WR,72.5,212,9.5,31,,4.56,,36,121,3.91,6.93,10.91
1061,2004,Tom Crowder,Arkansas,WR,73,183,,,,4.45,,38.5,132,,,
1062,2004,Lane Danielson,Iowa State,WR,73,197,,,,4.6,,31,117,4.07,6.73,
1063,2004,Devard Darling,Washington State,WR,73.1,213,9.63,32.25,,4.52,,37,129,,,
1064,2004,Lee Evans,Wisconsin,WR,70.9,197,9.13,32.38,,4.41,,34.5,120,,,
1065,2004,Carlos Francis,Texas Tech,WR,69.1,198,10.13,30.88,,4.31,,38.5,114,4.06,6.97,11.1
1066,2004,D.J. Hackett,Colorado,WR,74.5,199,9.5,31.25,,4.55,,41,131,4.08,6.79,
1067,2004,Justin Jenkins,Mississippi State,WR,71.5,213,9.38,30.38,,4.6,,35,123,4.16,7.47,
1068,2004,Tony Johnson,Penn State,WR,70.6,202,9.38,30.25,,4.61,,32.5,118,4.16,7.16,11.41
1069,2004,Triandos Luke,Alabama,WR,71,199,9.88,31.75,,4.43,,38,124,4.17,7.06,11.08
1070,2004,Maurice Mann,Nevada,WR,74,191,,,,4.57,,34,118,,,
1071,2004,Derek McCoy,Colorado,WR,75.3,210,9.25,32.13,,4.73,,38,128,4.09,7.1,11.72
1072,2004,Jeris McIntyre,Auburn,WR,71.3,203,8.5,29.38,,4.51,,29,112,4.08,6.98,11.5
1073,2004,Clarence Moore,Northern Arizona,WR,78,211,,,,4.55,,34,122,4.21,6.84,
1074,2004,Johnnie Morant,Syracuse,WR,76,229,9.38,34.38,,4.54,,41,130,4.22,7.34,
1075,2004,James Newson,Oregon State,WR,72.8,213,8.75,31.13,,4.85,,31.5,116,,7.41,
1076,2004,Samie Parker,Oregon,WR,70.4,179,8.88,28.25,,4.39,,36,,,,
1077,2004,P.K. Sam,Florida State,WR,75.4,210,8.25,31.38,,4.53,,34.5,,,7.04,11.43
1078,2004,Freddie Smith,Georgia Tech,WR,73.6,234,9.75,33.13,,4.79,24,32.5,114,4.4,,
1079,2004,John Standeford,Purdue,WR,75.1,197,9,31.5,,4.63,,32.5,113,4.08,6.9,11.46
1080,2004,Kendrick Starling,San Jose State,WR,72.6,193,8.25,31.5,,4.5,,31.5,119,3.87,6.88,10.8
1081,2004,Andrae Thurman,Southern Oregon,WR,71.3,192,8.88,30.88,,4.53,,34.5,121,4.3,7.31,11.66
1082,2004,Ernest Wilford,Virginia Tech,WR,75.6,226,9.5,32.75,,4.76,,40.5,130,4.17,,
1083,2004,George Wilson,Arkansas,WR,72.1,213,9.25,31.75,,4.6,,35,120,3.98,7.07,11.07
1084,2004,Rashaun Woods,Oklahoma State,WR,74.1,202,10.13,32,,4.54,,39,125,3.97,6.93,11.26
1085,2003,Sam Aiken,North Carolina,WR,73.9,209,10,31.25,,4.64,,39.5,121,,7.22,
1086,2003,Arnaz Battle,Notre Dame,WR,73,217,,,,4.58,,35,117,4.06,6.74,
1087,2003,Ronald Bellamy,Michigan,WR,72,208,9.25,32.5,,4.57,,30.5,119,4.09,7.37,11.58
1088,2003,Anquan Boldin,Florida State,WR,72.6,216,9.88,30,,4.73,,33.5,114,4.25,7.35,11.9
1089,2003,Nate Burleson,Nevada,WR,73,197,,,,4.51,,42.5,126,4.16,6.96,
1090,2003,Tyrone Calico,Middle Tennessee State,WR,75.8,223,9.63,34.38,,4.36,,38,127,4.2,6.72,10.99
1091,2003,Kevin Curtis,Utah State,WR,71.1,186,9.38,30.38,,4.46,,36,122,3.96,6.75,10.69
1092,2003,LaTarence Dunbar,Texas Christian,WR,70.8,196,9,30,,4.54,,34,122,4.3,7.39,11.61
1093,2003,Doug Gabriel,Central Florida,WR,74.3,213,9.88,32.5,,4.56,,35.5,116,4.15,7.03,11.24
1094,2003,Talman Gardner,Florida State,WR,72.6,205,8.13,30.25,,4.47,,34.5,116,4.41,7.53,11.61
1095,2003,Ryan Hoag,Gustavus Adolphus (MN),WR,74,200,,,,4.51,,38,125,3.95,6.72,
1096,2003,Keenan Howry,Oregon,WR,69.6,178,8.88,29.25,,4.62,,31.5,114,4.24,7.34,11.56
1097,2003,Andre Johnson,Miami (FL),WR,74,230,9.13,34,,4.4,,39,132,,,
1098,2003,Bethel Johnson,Texas A&M,WR,71,201,8.5,31.25,,4.37,,38.5,127,,,
1099,2003,Teyo Johnson,Stanford,WR,77.4,247,10.25,31,,4.61,,33.5,,,,
1100,2003,Kareem Kelly,Southern California,WR,71.8,186,8.5,31,,4.43,,35,125,4.14,7.49,11.67
1101,2003,Brandon Lloyd,Illinois,WR,72.1,184,9,31.25,,4.61,,36,,,,
1102,2003,Adrian Madise,Texas Christian,WR,71.4,215,9.75,30.5,,4.53,,32,119,4.23,7.3,11.91
1103,2003,Reno Mahe,Brigham Young,WR,69.3,198,9.63,29.75,,4.71,,32,109,4.14,7.27,11.64
1104,2003,Kassim Osgood,San Diego State,WR,76.9,208,9.5,33,,4.7,,31,122,4.4,7.19,11.73
1105,2003,J.R. Tolver,San Diego State,WR,73,202,9.38,31.75,,4.76,,36,119,4.16,6.98,11.19
1106,2003,Bobby Wade,Arizona,WR,70.3,193,9.75,31.5,,4.68,,34.5,115,4.03,7,11.48
1107,2003,Walter Young,Illinois,WR,76.6,214,10.63,35,,4.59,,39,121,4.22,6.89,11.74
1108,2002,Deion Branch,Louisville,WR,69.1,191,8.13,30,,4.47,,36,115,3.76,6.71,10.66
1109,2002,Antonio Bryant,Pittsburgh,WR,73.3,188,9,32.25,,4.6,,37,118,,,
1110,2002,Reche Caldwell,Florida,WR,71.8,194,9.75,32,,4.53,,41.5,128,4.1,7,
1111,2002,Kelly Campbell,Georgia Tech,WR,70.1,171,8,31,,4.52,,,,,,
1112,2002,Tim Carter,Auburn,WR,71.9,190,8.75,32,,4.34,,39,124,3.93,6.68,
1113,2002,Terry Charles,Portland State (OR),WR,75.1,207,9.13,33.75,,4.5,,36.5,122,4.09,7.02,11.22
1114,2002,Andre' Davis,Virginia Tech,WR,73.5,194,8.5,31.5,,4.41,,39.5,117,4.1,6.77,11
1115,2002,RJ English,Pittsburgh,WR,74.1,211,9.25,32,,4.62,,37.5,119,4.11,7.03,11.08
1116,2002,Jabar Gaffney,Florida,WR,73.1,193,7.5,32.5,,4.56,,,,4.06,6.87,
1117,2002,David Givens,Notre Dame,WR,72,217,9.25,31.5,,4.57,,40.5,124,4.13,6.82,11.15
1118,2002,Herb Haygood,Michigan State,WR,71.5,193,8.25,31.5,,4.46,,33,112,4.26,6.65,
1119,2002,Kahlil Hill,Iowa,WR,74,200,8.75,31,,4.67,,35,,,,
1120,2002,Javin Hunter,Notre Dame,WR,71.1,186,8,31,,4.47,,41,126,4.04,6.84,10.95
1121,2002,Emmett Johnson,Virginia Tech,WR,73.9,205,9.5,34.13,,4.45,,39,120,4.1,7.15,11.31
1122,2002,Ron Johnson,Minnesota,WR,74.5,225,8.75,32,,4.7,,34.5,116,4.02,7.12,11.24
1123,2002,Aaron Lockett,Kansas State,WR,67.4,155,7.13,29,,4.34,,35,112,4.11,6.84,
1124,2002,Lee Mays,Texas-El Paso,WR,73,190,,,,4.55,,32.5,119,4.17,7.06,
1125,2002,Jason McAddley,Alabama,WR,73.5,203,8.5,31.13,,4.5,,36.5,120,4.09,6.83,
1126,2002,Freddie Milons,Alabama,WR,70.1,190,8.75,31.5,,4.52,,33.5,112,,6.84,
1127,2002,Kendall Newson,Middle Tennessee State,WR,73.6,200,9,33.25,,4.72,,33.5,113,4.27,6.87,11.45
1128,2002,Brian Poli-Dixon,UCLA,WR,77,210,9,34,,4.5,,,,,,
1129,2002,Antwaan Randle El,Indiana,WR,69.6,191,9.5,30.5,,4.54,,,,,,
1130,2002,Cliff Russell,Utah,WR,71.4,185,9,32.5,,4.43,,,,,,
1131,2002,Jake Schifino,Akron,WR,72.6,200,9.25,32.5,,4.47,,,,,,
1132,2002,Lawrence Story,Jackson State (MS),WR,76.6,205,9,32.75,,4.67,,33.5,110,4.16,7.06,11.14
1133,2002,Ryan Tolhurst,Richmond (VA),WR,71.1,196,10,30.75,,4.46,,38,122,3.88,6.65,10.72
1134,2002,Javon Walker,Florida State,WR,74.8,210,9.75,32.5,,4.4,,39.5,124,4.05,6.86,11.18
1135,2001,Scotty Anderson,Grambling State (LA),WR,74.1,184,7.5,31.5,,4.57,,34.5,115,,,
1136,2001,Alex Bannister,Eastern Kentucky,WR,76.6,201,8.5,32,,4.5,,30.5,110,,,
1137,2001,Eddie Berlin,Northern Iowa,WR,71.4,191,8.5,30.5,,4.44,,39.5,122,4.06,6.78,11.35
1138,2001,John Capel,Florida,WR,70.6,177,8.5,29.5,,4.41,,36.5,126,,,
1139,2001,Jonathan Carter,Troy (AL),WR,71.6,180,8,33,,4.4,,42.5,134,4.25,7.28,11.77
1140,2001,Chris Chambers,Wisconsin,WR,71.6,210,9,34,,4.33,,45,134,4,,
1141,2001,Robert Ferguson,Texas A&M,WR,73,205,,,,4.48,,36.5,120,4.07,7.24,
1142,2001,Richmond Flowers,Tennessee-Chattanooga,WR,71.1,195,9.5,29.5,,4.56,,35.5,114,3.96,6.98,10.99
1143,2001,Rod Gardner,Clemson,WR,74.3,219,10,33,,4.48,,36,,,,
1144,2001,Reggie Germany,Ohio State,WR,73.1,183,9,32,,4.42,,32,,,,
1145,2001,Margin Hooks,Brigham Young,WR,70.6,191,9,31,,4.46,,36,116,4.18,7.08,11.51
1146,2001,Cedric James,Texas Christian,WR,74.3,204,10.5,34,,4.49,,43,134,,,
1147,2001,Chad Johnson,Oregon State,WR,73,192,9.5,32,,4.58,,33,108,4.14,7.51,
1148,2001,Kevin Kasper,Iowa,WR,72,199,9.5,30.5,,4.44,,43.5,126,3.73,6.56,10.43
1149,2001,Andre King,Miami (FL),WR,71.9,199,9.5,31.25,,4.61,,35.5,,,,
1150,2001,David Martin,Tennessee,WR,76.1,242,9,32.25,,4.76,,37,127,,,
1151,2001,Justin McCareins,Northern Illinois,WR,73.8,209,9.5,32,,4.46,,41,129,3.99,7.06,11.09
1152,2001,Quentin McCord,Kentucky,WR,70.1,191,8,30,,4.49,,36.5,112,4.18,7.17,
1153,2001,Shawn Mills,Southern Mississippi,WR,72,180,8,29.5,,4.54,,34.5,116,4.15,7.12,11.51
1154,2001,Snoop Minnis,Florida State,WR,73,171,,,,4.57,,37.5,115,4.07,7.06,
1155,2001,Freddie Mitchell,UCLA,WR,71.4,185,8.5,31,,4.47,,39.5,120,4.06,6.95,
1156,2001,Quincy Morgan,Kansas State,WR,72.9,211,8.5,31.5,,4.48,,33,,,,
1157,2001,Santana Moss,Miami (FL),WR,69.6,184,8.5,29,,4.31,,42,,,,
1158,2001,Bobby Newcombe,Nebraska,WR,70.5,195,9.5,32,,4.54,,37,117,3.98,6.86,11.31
1159,2001,Nate Poole,Marshall (WV),WR,73.5,198,9,32.5,,4.8,,32.5,112,4.22,7.26,11.69
1160,2001,Ken-Yon Rambo,Ohio State,WR,72.6,196,8,30,,4.34,,39,,,,
1161,2001,Koren Robinson,North Carolina State,WR,73.5,211,9,31.5,,4.61,,38.5,123,,,
1162,2001,Steve Smith,Utah,WR,69,184,9.25,31.5,,4.44,,38.5,121,4.25,7.44,12.15
1163,2001,Vinny Sutherland,Purdue,WR,68.6,192,8.5,29.5,,4.57,,32.5,,,,
1164,2001,Chris Taylor,Texas A&M,WR,70.9,183,7.5,30,,4.37,,35.5,115,3.93,6.81,10.85
1165,2001,David Terrell,Michigan,WR,75.1,213,9.25,31.5,,4.43,,38,,,,
1166,2001,Reggie Wayne,Miami (FL),WR,72,198,9,32,,4.45,,36,,,,
1167,2001,Marcus Williams,Washington State,WR,77,230,,,,4.56,,41,130,4.2,7.37,
1168,2001,Cedrick Wilson,Tennessee,WR,69.8,179,9.5,29,,4.46,,38,123,,,
1169,2000,Plaxico Burress,Michigan State,WR,77.4,231,9.5,33.75,,4.59,,33,115,,,
1170,2000,Kwame Cavil,Texas,WR,73.6,208,10,31.13,,4.54,,39.5,118,,,
1171,2000,Chris Cole,Texas A&M,WR,72.1,191,9.5,32.5,,4.37,,37.5,125,4.09,6.76,
1172,2000,Chris Coleman,North Carolina State,WR,71.8,211,9.13,31.5,,4.65,,32.5,110,4.1,6.79,11.33
1173,2000,Laveranues Coles,Florida State,WR,71.3,192,9,30.63,,4.48,,34,115,4.39,6.89,11.34
1174,2000,JaJuan Dawson,Tulane (LA),WR,73,199,,,,4.55,,34,117,4.16,6.96,
1175,2000,Ron Dugans,Florida State,WR,73.4,206,10,31.5,,4.58,,,117,,,
1176,2000,Larry Foster,Louisiana State,WR,69.9,198,9.25,30,,4.57,,37,121,4.06,6.88,11.16
1177,2000,Trevor Gaylor,Miami (OH),WR,75.3,199,9.5,32.75,,4.59,,37.5,121,4.29,7.03,
1178,2000,Sherrod Gideon,Southern Mississippi,WR,71.1,173,9,29.75,,4.69,,,,,,
1179,2000,Windrell Hayes,Southern California,WR,71,204,,,,4.5,,,,4.18,7.33,
1180,2000,Darrell Jackson,Florida,WR,71.8,197,9.5,31.25,,4.58,,,,,,
1181,2000,Marcus Knight,Michigan,WR,72.9,180,8.5,30.75,,4.74,,28.5,106,4.38,7.11,11.71
1182,2000,Charles Lee,Central Florida,WR,73.5,202,9.25,33.5,,4.6,,35.5,125,4.25,7.3,11.85
1183,2000,Anthony Lucas,Arkansas,WR,74.8,194,8.88,31.88,,4.54,,35,121,,,
1184,2000,Scottie Montgomery,Duke,WR,72.4,196,10,31,,4.58,,36,117,4.11,7.16,11.31
1185,2000,Wendell Montgomery,Wyoming,WR,75,203,9,32,,4.84,,35.5,117,4.24,7.01,11.74
1186,2000,Muneer Moore,Richmond (VA),WR,74,201,,,,4.52,,37.5,129,4.09,6.91,
1187,2000,Sylvester Morris,Jackson State (MS),WR,75,216,10.75,33.25,,4.63,,34.5,119,4.17,7.06,11.52
1188,2000,Dennis Northcutt,Arizona,WR,70.4,175,10.13,29,,4.46,,37.5,123,4.04,6.96,11.07
1189,2000,Mareno Philyaw,Troy (AL),WR,73.9,205,9.38,32.25,,4.69,,39.5,129,4.13,6.93,11.38
1190,2000,Gari Scott,Michigan State,WR,72.3,194,9.13,31.25,,4.6,,33.5,119,,,
1191,2000,R.Jay Soward,Southern California,WR,69.5,177,9.5,31.75,,4.41,,35,124,,,
1192,2000,Quinton Spotwood,Syracuse,WR,71,184,9.13,30.25,,4.55,,33.5,123,,,
1193,2000,Travis Taylor,Florida,WR,72.9,199,9.25,31.5,,4.43,,37,118,,7.15,
1194,2000,Troy Walters,Stanford,WR,66.5,171,9,28.5,,4.55,,32.5,106,3.84,6.61,10.98
1195,2000,Dez White,Georgia Tech,WR,73.3,218,10.13,32.75,,4.62,,37.5,124,4.09,6.91,11.19
1196,2000,James Williams,Marshall (WV),WR,70.9,180,9.63,30.5,,4.6,,36,123,4.16,7.22,11.48
1197,2000,Bashir Yamini,Iowa,WR,75.3,191,10,32.5,,4.55,,33,130,4.18,7.09,11.34
1198,1999,Karsten Bailey,Auburn,WR,71.8,205,8.38,31,,4.33,,40,121,3.99,6.99,
1199,1999,Eugene Baker,Kent State (OH),WR,72.5,167,9.5,31.5,,4.46,,36.5,118,4.03,6.9,10.93
1200,1999,D'Wayne Bates,Northwestern,WR,73.6,215,9,32.63,,4.59,,37,117,4.24,7.25,
1201,1999,David Boston,Ohio State,WR,73.3,215,8.5,32.25,,4.47,,37,116,4.09,7.2,
1202,1999,Na Brown,North Carolina,WR,72.6,184,9.88,30.63,,4.56,,30.5,110,4.21,7.12,11.19
1203,1999,Siaha Burley,Central Florida,WR,71,166,,,,4.53,,34,113,4.16,,
1204,1999,Kenny Cheatham,Nebraska,WR,75,211,,,,4.6,,36,115,,,
1205,1999,Darrin Chiaverini,Colorado,WR,73.1,212,9,29.5,,4.53,,33,112,4.16,,
1206,1999,Eddie Conti,Delaware,WR,68,173,,,,4.5,,36,120,4.04,6.96,
1207,1999,Jermaine Copeland,Tennessee,WR,74,201,,,,4.5,,36,117,4.28,7.3,
1208,1999,Dameane Douglas,California,WR,71.9,201,9.63,29.75,,4.7,,31.5,119,4.36,7.36,11.8
1209,1999,Troy Edwards,Louisiana Tech,WR,69.5,191,8.5,30.13,,4.57,,36.5,117,4.16,7.37,
1210,1999,John Fassel,Weber State (UT),WR,76,189,9.5,30.38,,4.67,,33.5,108,4.09,7.26,11.61
1211,1999,Shawn Foreman,West Virginia,WR,72.9,212,11,31.5,,4.79,,32,108,4.41,7.75,12.27
1212,1999,Damon Griffin,Oregon,WR,69.1,186,9,30.13,,4.68,,36,113,4.2,7.42,11.53
1213,1999,Darran Hall,Colorado State,WR,68.5,168,9,29.75,,4.45,,34,114,4.33,7.25,11.64
1214,1999,Donnie Hart,Texas Tech,WR,73,192,,,,4.54,,32,111,4.16,7.13,
1215,1999,Torry Holt,North Carolina State,WR,72.3,192,9.63,30.25,,4.44,,37,118,,,
1216,1999,Lenzie Jackson,Arizona State,WR,71.9,188,9.5,29.88,,4.8,,35,115,4.29,7.32,12.13
1217,1999,Quincy Jackson,Alabama,WR,73,187,,,,4.68,,31,116,4.29,7.27,
1218,1999,MarTay Jenkins,Nebraska-Omaha,WR,71.4,203,9.38,31.5,,4.5,,39.5,116,4.18,7.3,11.27
1219,1999,Kevin Johnson,Syracuse,WR,71.1,194,10,30.75,,4.41,,36.5,115,3.86,6.79,12.19
1220,1999,Daniel Jones,Utah,WR,70.9,185,9,30,,4.69,,37,113,4.49,7.58,12.23
1221,1999,Jeremy McDaniel,Arizona,WR,72.5,197,8.25,30.63,,4.63,,33.5,112,4.32,7.3,
1222,1999,Darnell McDonald,Kansas State,WR,75,202,9.38,32.25,,4.74,,34,108,4.24,7.27,11.88
1223,1999,Wane McGarity,Texas,WR,68,194,8.38,30,,4.53,,33,111,4.36,7.21,11.59
1224,1999,Travis McGriff,Florida,WR,68,185,,,,4.53,,35.5,113,4.13,7.28,
1225,1999,Rondel Menendez,Eastern Kentucky,WR,69,178,,,,4.24,,37,117,3.96,6.79,
1226,1999,Billy Miller,Southern California,WR,74.6,215,10.25,32.38,,4.67,,34.5,113,4.28,7.06,
1227,1999,Dee Miller,Ohio State,WR,71.9,199,9.25,30.88,,4.51,,33.5,,4.31,7.2,
1228,1999,Kenny Mitchell,Arizona State,WR,74.4,217,9.75,32.25,,4.73,,37,118,,7.1,
1229,1999,Tywan Mitchell,Minnesota State,WR,77,223,,,,4.74,,30.5,108,,7.6,
1230,1999,Joe Nastasi,Penn State,WR,70.4,197,9.75,31,,4.66,,37,116,4.06,7.12,11.32
1231,1999,Larry Parker,Southern California,WR,72.9,200,9.5,32.5,,4.49,,35.5,118,,,
1232,1999,Chad Plummer,Cincinnati,WR,74.9,223,10.25,33.38,,4.57,,33,113,4.18,7.34,
1233,1999,Peerless Price,Tennessee,WR,70.9,180,10,31.5,,4.55,,35,116,4.09,7.28,
1234,1999,David Saunders,West Virginia,WR,73.6,203,9.25,31.88,,4.79,,32,112,,,
1235,1999,Tony Small,Georgia,WR,73.9,220,9.63,32.5,,4.64,,35,115,4.32,7.39,
1236,1999,Troy Smith,East Carolina (NC),WR,73,194,8.25,31,,4.63,,35.5,112,4.24,7.25,11.82
1237,1999,Creig Spann,Arizona State,WR,73,191,,,,4.5,,36.5,117,3.86,7.1,
1238,1999,LC Stevens,North Carolina,WR,75.9,215,9.25,33.75,,4.66,,35,116,4.24,7.24,11.29
1239,1999,Brandon Stokley,Louisiana-Lafayette,WR,73,197,,,,4.49,,35.5,118,4.01,7.04,
1240,1999,Tai Streets,Michigan,WR,73.4,194,8.25,33.13,,4.44,,37,118,,,
1241,1999,Derrius Thompson,Baylor,WR,74,211,9.63,31.5,,4.6,,41.5,112,4.13,7.31,11.54
1242,1999,Michael Vaughn,Alabama,WR,74,212,,,,4.57,,33.5,113,4.32,7.32,
1243,1999,Gerald Williams,Oklahoma,WR,75,207,,,,4.45,,35.5,117,3.96,7.09,
1244,1999,Craig Yeast,Kentucky,WR,67.6,164,9,29.5,,4.49,,32.5,112,4.14,7.31,11.39
1245,1998,Brian Alford,Purdue,WR,73.5,187,9.63,33.13,,4.46,,37,127,4.04,7.49,11.08
1246,1998,Chris Anderson,Colorado,WR,74.4,230,10.25,34.38,,4.85,,34,110,4.3,7.65,11.82
1247,1998,Tutu Atwell,Minnesota,WR,68.1,164,9.5,30.75,,4.51,,32.5,117,4.22,7.34,11.27
1248,1998,Octavus Barnes,North Carolina,WR,72.4,197,9.75,33,,4.65,,25,111,4.48,7.91,12.15
1249,1998,Magic Benton,Miami (FL),WR,71.5,184,9.63,33.13,,4.64,,30,112,4.44,7.73,12.27
1250,1998,Corey Bradford,Jackson State (MS),WR,72.6,197,9.38,35.25,,4.47,,34.5,126,4.36,8.07,11.9
1251,1998,Fred Coleman,Washington,WR,72.1,187,9,32.25,,4.45,,34.5,112,4.17,7.16,11.33
1252,1998,Germane Crowell,Virginia,WR,75.4,212,10,33.25,,,,,,,,
1253,1998,Damon Dunn,Stanford,WR,68.9,183,9.25,30.75,,4.48,,31.5,114,4,7.46,10.92
1254,1998,Kevin Dyson,Utah,WR,73.1,199,10.13,34.25,,,,,,,,
1255,1998,Anthony Eubanks,Arkansas,WR,74,189,9.13,33.63,,4.71,,31.5,111,4.17,7.94,11.79
